high,low,open,close,volume,delta open/close,delta low/high,delta previous/current,time since last inversion
0.02065322398481173,0.02301980507350143,0.020014964940384572,0.020361492659081826,0.0035872936933714628,-0.08064877898337439,-0.9793863636363639,-0.10356132439430137,0.0
0.0192966477806642,0.021365898937630412,0.019816118080750678,0.01816590166631815,0.01865712217970741,-0.11331202512126161,-0.9764363636363648,-0.1389790984379578,0.0
0.019081399251564712,0.022828472524171972,0.01965455500729818,0.02016995691088408,0.0004280273325242752,-0.07788712255025632,-0.9941636363636364,-0.07175802884038392,0.0
0.02086592015981137,0.022909056278056172,0.019653269359498737,0.02196747920101738,0.0008379340310084789,-0.048462163905009584,-0.9759454545454539,-0.07506387064693909,0.09090909090909091
0.021260684260610674,0.023710584525247436,0.021942150991620224,0.020836689850919132,0.0007100475768399375,-0.1043962205960721,-0.9801818181818176,-0.12193549493321687,0.0
0.021983000470909286,0.024359132918808313,0.02100962778782023,0.021765231162651943,0.0008735027649079355,-0.07395491630919582,-0.9793045454545461,-0.08897309716911639,0.0
0.02058303424706187,0.022411333092300256,0.02155045696208291,0.019336540735840013,0.004279778031840934,-0.12252922869879826,-0.9737181818181818,-0.142710173008009,0.0
0.020802536699661478,0.023052555690053378,0.019710266411937072,0.02181365071420971,0.0002535245754716378,-0.051910729806266695,-0.9781363636363641,-0.06418614221292768,0.0
0.021764774195359826,0.024447473397665287,0.02168587853028181,0.021905347918044993,0.01093638832897007,-0.0827235259483583,-0.9825681818181805,-0.10236792921932146,0.09090909090909091
0.020815298470161392,0.02407773617396103,0.02178444486156572,0.021848358534352963,0.005464873836036913,-0.08526789469257391,-0.9888136363636374,-0.10474786097632285,0.0
0.020538793442661962,0.023809698233233534,0.021505887838371818,0.02145243228975624,0.004323319262844086,-0.08718843749124011,-0.9889409090909094,-0.11017300800740934,0.09090909090909091
0.020141476987762696,0.02251820352525913,0.0198204035734153,0.019311259731044306,0.0017560759636950586,-0.09464631171671657,-0.9795636363636363,-0.1381080571320809,0.18181818181818182
0.01951700101796383,0.022472094104587392,0.019133439099292437,0.02036534908354204,0.0032139074141034297,-0.06616760591022883,-0.9857500000000002,-0.08696352943193889,0.0
0.019239219813414477,0.022516910737763518,0.019821260671948226,0.01969218876940637,0.0007516528407306835,-0.08842908010205798,-0.989190909090907,-0.11461051765230432,0.0
0.01927537816316427,0.02251734166692876,0.019178008223003307,0.019310402747830913,0.0005237713919142655,-0.08415341912692553,-0.9888090909090912,-0.1099466744397409,0.09090909090909091
0.018848284243765057,0.02251734166692876,0.019178008223003307,0.019584637376123037,0.005197623011016114,-0.07966747974318134,-0.9933727272727272,-0.09944616861850941,0.0
0.020068309503562753,0.022741855761975516,0.01999268037852897,0.020972950181851857,1.9513051774827136e-05,-0.07028205343875284,-0.9827045454545464,-0.08161382692340696,0.09090909090909091
0.020642589176061876,0.022237668638742214,0.020833494039308342,0.021428436759780678,0.008959606716055231,-0.07658339641685857,-0.9712499999999996,-0.09654498379657739,0.18181818181818182
0.020763825995811613,0.023753246512597914,0.021385036945232416,0.02126475296601893,0.00018200402692862793,-0.08828188521602853,-0.9859409090909083,-0.10645565062327497,0.0
0.02084294897291139,0.02424062739839017,0.021086338106515168,0.021360306594314316,0.0017390903135033,-0.08183334735189579,-0.9902363636363632,-0.10230620188268613,0.0
0.02058048189296191,0.02363517192134512,0.020891776739545787,0.021502565807740903,0.0005247491214468,-0.07632405304623376,-0.9866545454545459,-0.10155861525008231,0.09090909090909091
0.020907608610111206,0.024025162815811907,0.021457033221996213,0.021302888719015756,0.0012668307128633769,-0.08883561835870737,-0.9872727272727287,-0.10703177243188727,0.0
0.020206136624962623,0.023692485500311,0.02117076231200621,0.020826406052358193,0.0011251402885902356,-0.0919477388061808,-0.9912590909090916,-0.11146242348382383,0.09090909090909091
0.023545041180106474,0.022947839902920264,0.020437085967840107,0.024665262356840967,0.01527084120561309,-0.017151708862535614,-0.9477272727272725,-0.042389533787144766,0.0
0.02354419039540645,0.025022332903984257,0.023248797705033075,0.02440902437603043,0.0025218146042645154,-0.06733114643788783,-0.9696181818181809,-0.1079371067025634,0.0
0.0226215143882581,0.02500423387904771,0.02233684486602272,0.022308987011562365,0.0006962945825185185,-0.08676788067401417,-0.9792863636363645,-0.13744963220795325,0.09090909090909091
0.034461459665786176,0.027472596137064875,0.024105896237937574,0.03250408780992797,0.04161947694460148,0.0510696161718098,-0.8788090909090915,0.05935083417636783,0.0
0.03354176140508791,0.035469348654876165,0.03330213494673573,0.032809173833902916,0.029673862766191057,-0.09435192194465768,-0.972986363636364,-0.09895234992541485,0.09090909090909091
0.03630681168008276,0.036307936810271,0.032892441848007326,0.037520867541246505,0.005317637230070031,-0.010577003953235811,-0.9522863636363639,-0.02841857992832976,0.18181818181818182
0.03700615670348151,0.03818592611202354,0.03739092349795625,0.03786280384339824,0.015643500595762673,-0.0785600134578188,-0.9646227272727285,-0.09836251093088333,0.2727272727272727
0.036722845398382,0.03852549829416685,0.0361249889648565,0.036693878740303165,0.010240385837277086,-0.07697591611293628,-0.9712318181818179,-0.12254590970662604,0.0
0.03673177863773203,0.0402599881839224,0.036822667170640755,0.0370880910184731,0.0019398797201134609,-0.08193848655620288,-0.9894318181818187,-0.0975257625898057,0.0
0.037157596380081315,0.039897145826860436,0.03691694800926015,0.0378966546803281,0.007761474998866149,-0.07025401631760461,-0.9810545454545444,-0.0908935031978201,0.09090909090909091
0.04524005103006634,0.041592852091751786,0.03824802203086086,0.0465187627904744,0.02672809440025368,0.04901589704768827,-0.9125772727272723,0.0341729394214752,0.18181818181818182
0.04642476872481416,0.047593971645722766,0.046389600994920066,0.04602171252669496,0.012830046942448992,-0.0922771749796762,-0.9632181818181811,-0.11179163594588766,0.0
0.04630055415861434,0.04748149913361688,0.04627517834077732,0.044133350015939765,0.004889193148883421,-0.1212955953682711,-0.9633590909090901,-0.1340614872858851,0.09090909090909091
